timestamp,cpu_load,avg_temp_cpu,cpu_numbers,IPS,CPS,queue_length,pid_count,gpu_numbers,avg_gpu_temperature,ram_percent,swap_total,swap_percent,disk_utilization,disk_latency,disk_temperature,docker_container
24-07-2023 23:30:23,0.2,,11,0.0,158.0,0.016,365,0,,38.6,1024.0,6.5,1.7,0,,0
24-07-2023 23:30:37,0.2,,3,43.0,161.0,0.016,365,0,,38.6,1024.0,6.5,1.7,0,,0
24-07-2023 23:30:51,0.3,,3,0.0,8.0,0.024,365,0,,38.6,1024.0,6.5,1.7,0,,0
24-07-2023 23:31:05,0.4,,2,19.0,106.0,0.032,365,0,,38.6,1024.0,6.5,1.7,0,,0
24-07-2023 23:31:20,0.4,,3,0.0,40.0,0.032,365,0,,38.6,1024.0,6.5,1.7,0,,0
24-07-2023 23:31:34,0.2,,2,75.0,589.0,0.016,366,0,,38.6,1024.0,6.5,1.7,0,,0
24-07-2023 23:31:48,0.3,,4,0.0,88.0,0.024,366,0,,38.6,1024.0,6.5,1.7,0,,0
24-07-2023 23:32:02,5.6,,6,96.0,243.0,0.44799999999999995,369,0,,38.7,1024.0,6.5,1.7,37,,0
24-07-2023 23:32:16,5.4,,9,148.0,145.0,0.43200000000000005,389,0,,40.4,1024.0,6.5,1.7,0,,0
24-07-2023 23:32:30,3.0,,3,10356.0,10711.0,0.24,389,0,,40.6,1024.0,6.5,1.7,7,,0
24-07-2023 23:32:44,0.7,,9,5694.0,90.0,0.055999999999999994,387,0,,40.6,1024.0,6.5,1.7,25,,0
24-07-2023 23:32:58,1.4,,6,2350.0,2615.0,0.11199999999999999,387,0,,40.6,1024.0,6.5,1.7,0,,0
24-07-2023 23:33:12,0.2,,3,0.0,666.0,0.016,387,0,,40.5,1024.0,6.5,1.7,74,,0
24-07-2023 23:33:26,25.2,,16,993.0,4011.0,2.016,405,0,,45.9,1024.0,6.5,1.7,8,,0
24-07-2023 23:33:40,1.5,,8,3017.0,8621.0,0.12,404,0,,46.6,1024.0,6.5,1.7,0,,0
24-07-2023 23:33:54,5.8,,16,4398.0,4270.0,0.46399999999999997,409,0,,46.4,1024.0,6.5,1.7,18,,0
24-07-2023 23:34:08,0.7,,5,1302.0,3928.0,0.055999999999999994,409,0,,46.3,1024.0,6.5,1.7,0,,0
24-07-2023 23:34:22,0.9,,6,27124.0,291.0,0.07200000000000001,396,0,,46.1,1024.0,6.5,1.7,0,,0
24-07-2023 23:34:36,1.6,,5,0.0,10.0,0.128,394,0,,46.1,1024.0,6.5,1.7,0,,0
24-07-2023 23:34:50,0.6,,4,0.0,104.0,0.048,394,0,,45.9,1024.0,6.5,1.7,0,,0
24-07-2023 23:35:05,1.6,,4,0.0,19.0,0.128,394,0,,45.9,1024.0,6.5,1.7,7,,0
24-07-2023 23:35:19,0.7,,3,38.0,143.0,0.055999999999999994,394,0,,45.9,1024.0,6.5,1.7,0,,0
24-07-2023 23:35:33,0.7,,4,132.0,220.0,0.055999999999999994,394,0,,45.9,1024.0,6.5,1.7,6,,0
24-07-2023 23:35:47,2.3,,5,18.0,836.0,0.184,395,0,,45.9,1024.0,6.5,1.7,0,,0
24-07-2023 23:36:01,2.0,,4,717.0,16.0,0.16,396,0,,45.9,1024.0,6.5,1.7,0,,0
24-07-2023 23:36:15,0.7,,4,7900.0,5503.0,0.055999999999999994,396,0,,45.9,1024.0,6.5,1.7,0,,0
24-07-2023 23:36:29,2.2,,6,11306.0,3471.0,0.17600000000000002,397,0,,46.0,1024.0,6.5,1.7,0,,0
24-07-2023 23:36:43,0.9,,4,0.0,108.0,0.07200000000000001,395,0,,45.9,1024.0,6.5,1.7,0,,0
